Marlboro -360
Econom 942
Pipa_M 965
Pipa_Reforzada 28
Enc_Economico 0
Bic 1545
Enc_Soplete 30
Enc_Relleno -11
Cikar 745
Zig-Zag 18
Cerveza 0
paquetecCig 0
PIPA_GDE 0
Blount 0
Pipa_G 112
Blunt 119
